County	Population	Land Area	Water Area	Total Area	Latitude	Longitude
Volusia__FL	494593	2851.659	858.331	3709.99	29.057617	-81.161813
Wakulla__FL	30776	1570.617	334.904	1905.521	30.140378	-84.375136
Walton__FL	55043	2687.436	523.1	3210.536	30.631211	-86.176614
Washington__FL	24896	1509.454	85.861	1595.314	30.602217	-85.662797
Appling__GA	18236	1313.334	13.417	1326.751	31.739712	-82.290103
Atkinson__GA	8375	878.994	13.343	892.338	31.300562	-82.883614
Bacon__GA	11096	669.708	70.569	740.277	31.563327	-82.387859
Baker__GA	3451	885.63	18.634	904.264	31.319622	-84.454857
Baldwin__GA	45720	667.812	24.779	692.591	33.059532	-83.255362
Banks__GA	18395	601.112	4.651	605.763	34.351922	-83.498441
Barrow__GA	69367	415.199	6.818	422.016	33.992009	-83.712303
Bartow__GA	100157	1190.214	27.374	1217.588	34.240918	-84.838188
Ben_Hill__GA	17634	647.809	9.807	657.616	31.740776	-83.14719
Berrien__GA	19286	1170.408	15.503	1185.911	31.274308	-83.231906
Bibb__GA	155547	646.88	14.514	661.394	32.808844	-83.694193
Bleckley__GA	13063	559.1	8.447	567.548	32.435403	-83.331717
Brantley__GA	18411	1145.713	12.536	1158.249	31.197334	-81.982978
Brooks__GA	16243	1276.982	12.315	1289.297	30.833696	-83.588971
Bryan__GA	30233	1129.148	47.887	1177.035	32.017969	-81.438543
Bulloch__GA	70217	1742.568	40.963	1783.532	32.393408	-81.74381
Burke__GA	23316	2141.836	20.759	2162.595	33.063737	-82.00389
Butts__GA	23655	477.576	9.448	487.024	33.290355	-83.958221
Calhoun__GA	6694	726.147	8.316	734.463	31.521279	-84.62629
Camden__GA	50513	1587.728	437.293	2025.021	30.916358	-81.636516
Candler__GA	10998	629.481	15.058	644.539	32.403986	-82.071446
Carroll__GA	110527	1292.6	12.328	1304.928	33.582237	-85.080527
Catoosa__GA	63942	419.991	0.78	420.771	34.899393	-85.137353
Charlton__GA	12171	2003.554	22.786	2026.34	30.779904	-82.139644
Chatham__GA	265128	1104.466	533.086	1637.551	31.974756	-81.091768
Chattahoochee__GA	11267	644.224	6.293	650.516	32.347445	-84.788021
Chattooga__GA	26015	811.542	0.571	812.113	34.474179	-85.345289
Cherokee__GA	214346	1092.13	32.975	1125.104	34.244317	-84.475057
Clarke__GA	116714	308.728	4.752	313.48	33.952234	-83.36713
Clay__GA	3183	506.036	56.599	562.635	31.619831	-84.992583
Clayton__GA	259424	366.664	7.153	373.817	33.552242	-84.412977
Clinch__GA	6798	2072.567	61.566	2134.132	30.917653	-82.702614
Cobb__GA	688078	879.428	12.868	892.297	33.93994	-84.574166
Coffee__GA	42356	1489.495	71.362	1560.857	31.549245	-82.844938
Colquitt__GA	45498	1409.351	32.338	1441.689	31.189758	-83.769741
Columbia__GA	124053	751.329	45.363	796.692	33.550556	-82.251342
Cook__GA	17212	588.346	15.647	603.993	31.152935	-83.429552
Coweta__GA	127317	1141.905	12.755	1154.66	33.352897	-84.762138
Crawford__GA	12630	841.456	4.055	845.511	32.709446	-83.979182
Crisp__GA	23439	705.988	21.672	727.66	31.914753	-83.753338
Dade__GA	16633	450.609	0.463	451.073	34.852424	-85.506201
Dawson__GA	22330	546.046	9.269	555.315	34.442842	-84.173284
Decatur__GA	27842	1546.585	67.413	1613.997	30.877961	-84.577744
DeKalb__GA	691893	693.034	9.22	702.254	33.770661	-84.226343
Dodge__GA	21796	1284.349	18.709	1303.058	32.160656	-83.156818
Dooly__GA	14918	1015.12	13.841	1028.961	32.151995	-83.807167
Dougherty__GA	94565	851.299	15.395	866.694	31.535068	-84.214444
Douglas__GA	132403	518.171	2.484	520.655	33.699317	-84.765944
Early__GA	11008	1327.612	9.717	1337.329	31.324191	-84.906723
Echols__GA	4034	1074.572	15.087	1089.659	30.7085	-82.836132
Effingham__GA	52250	1237.236	13.548	1250.784	32.361711	-81.343337
Elbert__GA	20166	909.229	59.987	969.216	34.115017	-82.842057
Emanuel__GA	22598	1762.756	24.807	1787.562	32.5911	-82.299763
Evans__GA	11000	473.586	10.404	483.99	32.151902	-81.887618
Fannin__GA	23682	1001.608	13.564	1015.172	34.863837	-84.319287
Fayette__GA	106567	503.344	12.897	516.241	33.412717	-84.493941
Floyd__GA	96317	1320.662	22.156	1342.818	34.263677	-85.21373
Forsyth__GA	175511	580.211	59.947	640.157	34.225143	-84.127336
Franklin__GA	22084	677.273	12.832	690.105	34.375155	-83.227291
Fulton__GA	920581	1363.977	19.917	1383.895	33.790034	-84.468182
Gilmer__GA	28292	1104.734	12.19	1116.923	34.690541	-84.453984
Glascock__GA	3082	372.284	1.848	374.132	33.227491	-82.606913
Glynn__GA	79626	1087.155	428.63	1515.785	31.212747	-81.496517
Gordon__GA	55186	921.539	5.788	927.327	34.509667	-84.873862
Grady__GA	25011	1177.219	14.859	1192.078	30.875863	-84.244772
Greene__GA	15994	1003.453	48.628	1052.081	33.576836	-83.167103
Gwinnett__GA	805321	1114.687	16.556	1131.243	33.959101	-84.022938
Habersham__GA	43041	716.752	5.92	722.672	34.635108	-83.526406
Hall__GA	179684	1017.3	94.568	1111.868	34.317588	-83.818497
Hancock__GA	9429	1222.061	17.715	1239.776	33.26922	-83.000465
Haralson__GA	28780	730.804	2.616	733.42	33.795165	-85.220062
Harris__GA	32024	1201.414	23.536	1224.95	32.731549	-84.912432
Hart__GA	25213	601.897	63.595	665.492	34.348733	-82.96329
Heard__GA	11834	766.715	13.116	779.831	33.290968	-85.139594
Henry__GA	203922	834.305	11.448	845.752	33.452881	-84.15444
Houston__GA	139900	972.646	11.345	983.991	32.458381	-83.662856
Irwin__GA	9538	917.744	21.808	939.551	31.604306	-83.277037
Jackson__GA	60485	879.723	8.9	888.623	34.134157	-83.565133
Jasper__GA	13900	953.543	13.726	967.269	33.314905	-83.687892
Jeff_Davis__GA	15068	856.613	12.064	868.677	31.811615	-82.636825
Jefferson__GA	16930	1363.589	8.242	1371.831	33.051874	-82.41905
Jenkins__GA	8340	899.449	13.452	912.901	32.794563	-81.971524
Johnson__GA	9980	784.793	9.279	794.072	32.689831	-82.661354
Jones__GA	28669	1020.282	3.843	1024.124	33.020226	-83.562339
Lamar__GA	18317	475.263	6.046	481.309	33.07446	-84.146721
Lanier__GA	10078	479.824	37.625	517.45	31.038197	-83.063164
Laurens__GA	48434	2090.886	28.942	2119.828	32.39322	-82.926317
Lee__GA	28298	921.476	15.408	936.884	31.818419	-84.146681
Liberty__GA	63453	1268.579	291.96	1560.539	31.807245	-81.457969
Lincoln__GA	7996	544.881	121.517	666.398	33.792151	-82.448299
Long__GA	14464	1036.755	9.116	1045.872	31.749563	-81.74287
Lowndes__GA	109233	1284.806	37.579	1322.384	30.83368	-83.268967
Lumpkin__GA	29966	732.793	3.273	736.066	34.568149	-83.998828
McDuffie__GA	21875	666.82	23.121	689.941	33.482464	-82.473188
McIntosh__GA	14333	1098.929	387.448	1486.377	31.482978	-81.370199
Macon__GA	14740	1037.654	13.859	1051.513	32.366216	-84.052162
Madison__GA	28120	731.182	8.487	739.669	34.128486	-83.203637
Marion__GA	8742	947.944	3.825	951.77	32.359538	-84.529561
Meriwether__GA	21992	1298.162	10.834	1308.996	33.03022	-84.663279
Miller__GA	6125	731.467	3.216	734.683	31.162908	-84.730386
Mitchell__GA	23498	1326.293	4.504	1330.797	31.22894	-84.192407
Monroe__GA	26424	1024.751	5.575	1030.326	33.017435	-83.922938
Montgomery__GA	9123	620.363	13.389	633.752	32.172108	-82.533349
Morgan__GA	17868	899.631	18.832	918.463	33.593732	-83.492324
Murray__GA	39628	892.164	5.688	897.852	34.797097	-84.73799
Muscogee__GA	189885	560.435	11.969	572.404	32.510197	-84.874946
Newton__GA	99958	704.895	18.225	723.119	33.544046	-83.855189
Oconee__GA	32808	477.308	5.393	482.701	33.834125	-83.437728
Oglethorpe__GA	14899	1137.035	7.839	1144.874	33.866806	-83.074081
Paulding__GA	142324	808.643	5.498	814.141	33.920903	-84.866979
Peach__GA	27695	389.191	2.676	391.867	32.571324	-83.831978
Pickens__GA	29431	601.026	1.696	602.722	34.456621	-84.490256
Pierce__GA	18758	819.715	69.246	888.961	31.353988	-82.210427
Pike__GA	17869	559.659	8.597	568.256	33.090769	-84.386627
Polk__GA	41475	803.755	4.686	808.441	33.995961	-85.186826
Pulaski__GA	12010	644.987	5.635	650.622	32.238794	-83.481855
Putnam__GA	21218	892.611	41.563	934.174	33.321061	-83.37179
Quitman__GA	2513	391.703	24.158	415.861	31.861487	-85.009317
Rabun__GA	16276	958.277	17.845	976.122	34.883026	-83.404735
Randolph__GA	7719	1109.127	6.83	1115.957	31.762651	-84.752311
Richmond__GA	200549	840	11.047	851.047	33.361487	-82.074998
Rockdale__GA	85215	336.162	5.97	342.132	33.652081	-84.02637
Schley__GA	5010	432.284	2.376	434.66	32.263441	-84.322724
Screven__GA	14593	1670.804	27.889	1698.693	32.744751	-81.617585
Seminole__GA	8729	609.233	55.244	664.477	30.933894	-84.867592
Spalding__GA	64073	508.852	8.085	516.937	33.262389	-84.286067
Stephens__GA	26175	463.948	13.122	477.07	34.552914	-83.290216
Stewart__GA	6058	1188.114	12.637	1200.751	32.073225	-84.834912
Sumter__GA	32819	1250.18	25.788	1275.968	32.042203	-84.204283
Talbot__GA	6865	1013.692	8.737	1022.429	32.704603	-84.530029
Taliaferro__GA	1717	504.032	1.916	505.947	33.559314	-82.875208
Tattnall__GA	25520	1241.648	23.169	1264.818	32.043768	-82.059208
Taylor__GA	8906	975.612	7.804	983.416	32.554667	-84.251426
Telfair__GA	16500	1132.611	17.367	1149.978	31.913639	-82.931062
Terrell__GA	9315	868.784	5.863	874.647	31.777191	-84.439446
Thomas__GA	44720	1410.496	19.742	1430.238	30.864616	-83.919783
Tift__GA	40118	670.586	25.575	696.161	31.457003	-83.525931
Toombs__GA	27223	942.768	18.099	960.867	32.126698	-82.332071
Towns__GA	10471	431.396	14.038	445.433	34.90265	-83.732158
Treutlen__GA	6885	516.537	7.806	524.342	32.409586	-82.570882
Troup__GA	67044	1072.224	82.812	1155.036	33.034482	-85.02836
Turner__GA	8930	739.165	11.881	751.046	31.718232	-83.628567
Twiggs__GA	9023	928.246	10.972	939.218	32.665847	-83.425879
Union__GA	21356	833.785	18.333	852.118	34.83377	-83.989573
Upson__GA	27153	837.697	10.663	848.36	32.881837	-84.292281
Walker__GA	68756	1156.117	1.673	1157.79	34.735827	-85.305385
Walton__GA	83768	843.508	11.188	854.696	33.782649	-83.734215
Ware__GA	36312	2311.462	40.216	2351.678	31.050881	-82.421507
Warren__GA	5834	736.329	6.19	742.518	33.419169	-82.688012
Washington__GA	21187	1757.183	15.29	1772.473	32.971848	-82.798112
Wayne__GA	30099	1662.194	18.18	1680.374	31.547845	-81.912376
Webster__GA	2799	541.614	2.966	544.58	32.046554	-84.553218
Wheeler__GA	7421	765.301	12.39	777.691	32.109276	-82.738701
White__GA	27144	623.375	3.94	627.315	34.643677	-83.743713
Whitfield__GA	102599	752.297	1.53	753.827	34.801726	-84.968541
Wilcox__GA	9255	978.25	11.444	989.694	31.962717	-83.438262
Wilkes__GA	10593	1215.974	11.925	1227.899	33.77904	-82.747922
Wilkinson__GA	9563	1158.522	12.023	1170.545	32.804321	-83.175587
Worth__GA	21679	1478.111	10.498	1488.61	31.551773	-83.84996
Hawaii__HI	185079	10433.55	2739.471	13173.021	19.597764	-155.502443
Honolulu__HI	953207	1555.917	3955.761	5511.678	21.461364	-158.201976
Kalawao__HI	90	31.058	105.77	136.827	21.218764	-156.97401
Kauai__HI	67091	1605.678	1674.176	3279.855	22.012038	-159.705965
Maui__HI	154834	3008.326	3203.317	6211.643	20.855931	-156.60155
Ada__ID	392365	2726.158	20.425	2746.583	43.447861	-116.244456
Adams__ID	3976	3530.299	17.392	3547.691	44.884583	-116.431873
Bannock__ID	82839	2880.035	91.801	2971.836	42.692939	-112.228986
Bear_Lake__ID	5986	2524.681	193.274	2717.955	42.285833	-111.327445
Benewah__ID	9285	2011.429	18.988	2030.418	47.218451	-116.633541
Bingham__ID	45607	5423.378	68.448	5491.826	43.216357	-112.399206
Blaine__ID	21376	6846.856	44.341	6891.197	43.394482	-113.95529
Boise__ID	7028	4919	19.293	4938.294	43.987275	-115.715111
Bonner__ID	40877	4492.523	478.956	4971.479	48.312512	-116.59694
Bonneville__ID	104234	4833.117	89.507	4922.624	43.395171	-111.621878
Boundary__ID	10972	3285.556	24.081	3309.637	48.773065	-116.524619
Butte__ID	2891	5779.99	5.258	5785.248	43.6851	-113.177627
Camas__ID	1117	2782.925	11.535	2794.461	43.463396	-114.804427
Canyon__ID	188923	1521.281	41.9	1563.182	43.623051	-116.708527
Caribou__ID	6963	4569.116	89.171	4658.287	42.786273	-111.544172
Cassia__ID	22952	6643.529	39.371	6682.9	42.288635	-113.605498
Clark__ID	982	4569.219	2.477	4571.696	44.286251	-112.36112
Clearwater__ID	8761	6364.309	79.545	6443.854	46.67257	-115.6535
Custer__ID	4368	12745.176	42.387	12787.563	44.273341	-114.252251
Elmore__ID	27038	7963.533	67.385	8030.918	43.394826	-115.470751
Franklin__ID	12786	1718.832	12.169	1731.001	42.173589	-111.822955
Fremont__ID	13242	4826.508	83.292	4909.8	44.218091	-111.484429
Gem__ID	16719	1452.725	12.445	1465.17	44.061473	-116.398784
Gooding__ID	15464	1888.031	12.29	1900.321	42.973185	-114.82142
Idaho__ID	16267	21956.24	67.336	22023.576	45.849237	-115.467376
Jefferson__ID	26140	2832.155	31.268	2863.422	43.796965	-112.318588
Jerome__ID	22374	1546.701	12.864	1559.565	42.691172	-114.263009
Kootenai__ID	138494	3222.268	185.18	3407.448	47.677113	-116.694918
Latah__ID	37244	2786.816	2.373	2789.189	46.81892	-116.730974
Lemhi__ID	7936	11819.118	13.894	11833.013	44.928789	-113.887841
Lewis__ID	3821	1240.074	2.444	1242.518	46.236328	-116.42376
Lincoln__ID	5208	3111.625	11.608	3123.234	42.986181	-114.153899
Madison__ID	37536	1215.238	10.412	1225.65	43.789709	-111.65655
Minidoka__ID	20069	1962.152	13.821	1975.973	42.856937	-113.64001
Nez_Perce__ID	39265	2196.547	21.213	2217.76	46.333766	-116.760903
Oneida__ID	4286	3108.143	3.995	3112.139	42.18389	-112.520465
Owyhee__ID	11526	19853.582	81.509	19935.091	42.593063	-116.142655
Payette__ID	22623	1053.78	8.827	1062.608	44.00274	-116.748655
Power__ID	7817	3636.974	99.513	3736.487	42.694126	-112.844407
Shoshone__ID	12765	6810.8	14.137	6824.937	47.347694	-115.885092
Teton__ID	10170	1164.084	2.859	1166.944	43.760994	-111.211765
Twin_Falls__ID	77230	4975.917	18.418	4994.335	42.352309	-114.665639
Valley__ID	9862	9491.05	177.273	9668.324	44.771532	-115.637875
Washington__ID	10198	3763.205	53.213	3816.418	44.448213	-116.79783
Adams__IL	67103	2214.964	41.793	2256.757	39.986053	-91.194961
Alexander__IL	8238	609.966	44.268	654.234	37.183683	-89.349506
Bond__IL	17768	984.919	6.426	991.345	38.885924	-89.436592
Boone__IL	54165	727.06	3.381	730.441	42.318983	-88.824295
Brown__IL	6937	791.518	4.139	795.658	39.962069	-90.75031
Bureau__IL	34978	2250.78	11.584	2262.364	41.401304	-89.528377
Calhoun__IL	5089	657.403	77.057	734.46	39.164262	-90.666295
Carroll__IL	15387	1152.045	55.822	1207.867	42.059084	-89.926485
Cass__IL	13642	973.365	20.582	993.947	39.969202	-90.245705
Champaign__IL	201081	2580.316	5.509	2585.825	40.13915	-88.197201
Christian__IL	34800	1837.279	16.221	1853.5	39.545524	-89.279593
Clark__IL	16335	1298.666	8.807	1307.473	39.332364	-87.791687
Clay__IL	13815	1212.932	3.305	1216.237	38.747312	-88.483789
Clinton__IL	37762	1227.874	75.592	1303.467	38.606423	-89.423136
Coles__IL	53873	1316.466	4.625	1321.091	39.51368	-88.220782
Cook__IL	5194675	2448.384	1785.882	4234.266	41.894294	-87.645455
Crawford__IL	19817	1148.994	5.67	1154.665	39.00373	-87.757172
Cumberland__IL	11048	896.199	2.536	898.734	39.273121	-88.240619
DeKalb__IL	105160	1635.077	8.684	1643.762	41.894613	-88.768991
De_Witt__IL	16561	1029.555	19.609	1049.163	40.181499	-88.901853
Douglas__IL	19980	1079.156	1.449	1080.605	39.766078	-88.222866
DuPage__IL	916924	848.218	23.083	871.302	41.852058	-88.086038
Edgar__IL	18576	1614.532	1.611	1616.143	39.679037	-87.74711
Edwards__IL	6721	576.054	0.789	576.843	38.417095	-88.047941
Effingham__IL	34242	1240.028	3.183	1243.211	39.047694	-88.592786
Fayette__IL	22140	1855.68	22.95	1878.63	39.001125	-89.017923
Ford__IL	14081	1257.739	1.622	1259.36	40.594423	-88.224746
Franklin__IL	39561	1059.018	58.417	1117.435	37.991848	-88.926246
Fulton__IL	37069	2241.88	43.974	2285.855	40.465688	-90.206793
Gallatin__IL	5589	836.75	13.239	849.989	37.768677	-88.227964
Greene__IL	13886	1406.414	8.425	1414.839	39.355444	-90.387757
Grundy__IL	50063	1082.726	32.127	1114.853	41.29241	-88.401055
Hamilton__IL	8457	1125.777	3.175	1128.952	38.085226	-88.539005
Hancock__IL	19104	2055.741	53.536	2109.276	40.405792	-91.167988
Hardin__IL	4320	459.794	10.491	470.286	37.517852	-88.266148
Henderson__IL	7331	981.274	42.341	1023.614	40.815141	-90.93848
Henry__IL	50486	2131.522	6.884	2138.406	41.350021	-90.130838
Iroquois__IL	29718	2893.836	4.172	2898.008	40.748867	-87.833601
Jackson__IL	60218	1512.764	47.392	1560.155	37.786096	-89.381212
Jasper__IL	9698	1280.774	9.349	1290.123	39.004874	-88.150763
Jefferson__IL	38827	1479.32	32.674	1511.994	38.30078	-88.92421
Jersey__IL	22985	956.408	20.349	976.757	39.080192	-90.361365
Jo_Daviess__IL	22678	1556.809	45.69	1602.499	42.362391	-90.211471
Johnson__IL	12582	890.736	12.817	903.552	37.460815	-88.882962
Kane__IL	515269	1346.943	10.731	1357.674	41.939594	-88.42804
Kankakee__IL	113449	1752.271	12.452	1764.723	41.139494	-87.861125
Kendall__IL	114736	829.665	5.141	834.805	41.58814	-88.430626
Knox__IL	52919	1855.454	8.849	1864.303	40.930941	-90.213761
Lake__IL	703462	1149.1	2395.244	3544.344	42.326444	-87.436118
La_Salle__IL	113924	2939.958	33.701	2973.658	41.343341	-88.885931
Lawrence__IL	16833	963.937	5.078	969.015	38.718954	-87.730221
Lee__IL	36031	1877.473	10.506	1887.979	41.747442	-89.299351
Livingston__IL	38950	2704.687	4.253	2708.939	40.894376	-88.552852
Logan__IL	30305	1600.765	2.247	1603.012	40.12907	-89.365308
Donough__IL	32612	1526.558	2.013	1528.571	40.455789	-90.677579
McHenry__IL	308760	1562.206	19.792	1581.998	42.324298	-88.452245
McLean__IL	169572	3064.934	7.491	3072.424	40.494559	-88.844539
Macon__IL	110768	1503.977	13.406	1517.383	39.860237	-88.961529
Macoupin__IL	47765	2234.917	12.287	2247.205	39.2659	-89.926344
Madison__IL	269282	1853.348	64.697	1918.045	38.827082	-89.900195
Marion__IL	39437	1482.414	9.513	1491.926	38.648396	-88.920221
Marshall__IL	12640	1001.779	30.368	1032.147	41.031119	-89.342371
Mason__IL	14666	1396.619	62.745	1459.364	40.236993	-89.913575
Massac__IL	15429	614.391	11.905	626.295	37.216119	-88.705658
Menard__IL	12705	814.388	2.642	817.03	40.022569	-89.794133
Mercer__IL	16434	1453.507	19.403	1472.91	41.204791	-90.741433
Monroe__IL	32957	997.173	33.734	1030.908	38.277983	-90.179078
Montgomery__IL	30104	1822.54	15.513	1838.053	39.228092	-89.478007
Morgan__IL	35547	1473.161	9.079	1482.241	39.716806	-90.202277
Moultrie__IL	14846	870.089	22.102	892.191	39.636896	-88.625726
Ogle__IL	53497	1964.698	11.425	1976.123	42.041884	-89.320176
Peoria__IL	186494	1603.745	29.499	1633.244	40.785999	-89.767358
Perry__IL	22350	1144.155	13.447	1157.602	38.084385	-89.368487
Piatt__IL	16729	1137.529	0.673	1138.202	40.009056	-88.592328
Pike__IL	16430	2153.268	45.333	2198.602	39.625106	-90.889034
Pope__IL	4470	955.11	14.329	969.439	37.417169	-88.542374
Pulaski__IL	6161	515.886	10.475	526.361	37.215615	-89.127755
Putnam__IL	6006	414.814	31.243	446.057	41.19894	-89.298386
Randolph__IL	33476	1490.538	56.216	1546.753	38.056515	-89.82121
Richland__IL	16233	932.371	4.937	937.308	38.71155	-88.085698
Rock_Island__IL	147546	1107.573	61.257	1168.831	41.468404	-90.572203
St_Clair__IL	270056	1703.589	42.15	1745.738	38.470198	-89.928546
Saline__IL	24913	983.726	18.029	1001.755	37.751653	-88.545031
Sangamon__IL	197465	2248.893	22.577	2271.47	39.756378	-89.662311
Schuyler__IL	7544	1132.531	10.512	1143.043	40.156905	-90.613464
Scott__IL	5355	649.861	4.813	654.674	39.63698	-90.477759
Shelby__IL	22363	1964.565	24.726	1989.291	39.384926	-88.798862
Stark__IL	5994	746.122	0.709	746.83	41.096908	-89.797411
Stephenson__IL	47711	1462.108	1.386	1463.494	42.349726	-89.665994
Tazewell__IL	135394	1680.835	23.211	1704.047	40.508074	-89.51626
Union__IL	17808	1070.854	22.504	1093.358	37.475104	-89.252875
Vermilion__IL	81625	2326.764	7.534	2334.298	40.18674	-87.726772
Wabash__IL	11947	578.219	11.018	589.237	38.445821	-87.839167
Warren__IL	17707	1404.824	1.674	1406.498	40.850441	-90.620223
Washington__IL	14716	1457.055	3.455	1460.51	38.353141	-89.417187
Wayne__IL	16760	1848.77	4.331	1853.101	38.431948	-88.432129
White__IL	14665	1281.439	18.375	1299.814	38.087372	-88.178585
Whiteside__IL	58498	1772.199	31.796	1803.995	41.750571	-89.910957
Will__IL	677560	2167.581	31.904	2199.485	41.448474	-87.978456
Williamson__IL	66357	1088.181	62.684	1150.866	37.730353	-88.930018
Winnebago__IL	295266	1329.602	15.25	1344.852	42.337396	-89.161205
Woodford__IL	38664	1366.994	38.442	1405.436	40.789596	-89.210301
Adams__IN	34387	878.079	2.43	880.51	40.745733	-84.936131
Allen__IN	355329	1702.42	7.029	1709.449	41.091855	-85.07223
Bartholomew__IN	76794	1053.886	6.778	1060.665	39.205843	-85.897999
Benton__IN	8854	1052.616	0.236	1052.853	40.608253	-87.315479
Blackford__IN	12766	427.555	1.304	428.858	40.472672	-85.32373
Boone__IN	56640	1095.339	0.878	1096.217	40.050892	-86.469014
Brown__IN	15242	808.027	12.043	820.07	39.192585	-86.23941
Carroll__IN	20155	964.056	7.238	971.294	40.58498	-86.565141
Cass__IN	38966	1067.476	6.974	1074.45	40.753799	-86.355169
Clark__IN	110232	965.691	9.313	975.004	38.476217	-85.711122
